0.000000,0.000000,0.766168,0.000656,-0.002530,0.994908,0.100755,-0.087860,0.020515,0.116633,0.358970,-0.335590,0.034416,-0.117869,-0.014803,0.019123,0.331047,-0.275963,0.069189,0.036032,-0.077802,0.242864,-0.435808,-0.175157,-0.140841,-0.095424,-0.281870,0.188004,-0.181837,0.061532,0.000000
0.000791,-0.001797,0.759625,0.004169,-0.000616,-0.997149,-0.075335,-0.186955,0.005994,0.038781,0.499815,-0.394117,0.044810,-0.188002,-0.033033,-0.010439,0.456341,-0.343818,0.077449,-0.016973,-0.093298,0.234256,-0.452993,-0.167968,-0.110078,-0.080953,-0.295066,0.182927,-0.211750,0.054634,0.000116
0.000679,-0.003747,0.758716,-0.006993,0.000251,0.997194,0.074528,-0.205549,0.003021,0.030471,0.521556,-0.405630,0.050419,-0.201225,-0.034931,-0.007934,0.469024,-0.349194,0.080964,-0.015005,-0.101023,0.232929,-0.455528,-0.166649,-0.106576,-0.081273,-0.296681,0.180358,-0.213430,0.054022,0.000233
-0.000259,-0.006235,0.758330,-0.008005,-0.000436,0.997190,0.074477,-0.211332,-0.000014,0.027092,0.530126,-0.412396,0.055416,-0.203679,-0.037250,-0.006921,0.471167,-0.350072,0.083203,-0.009151,-0.103155,0.232579,-0.456621,-0.170260,-0.104669,-0.077972,-0.298865,0.179638,-0.213050,0.054907,0.000349
-0.002050,-0.009269,0.757975,-0.008477,-0.001009,0.997210,0.074153,-0.211284,-0.004202,0.025324,0.532323,-0.417063,0.058761,-0.203409,-0.041190,-0.007232,0.472976,-0.351343,0.084899,-0.002533,-0.103259,0.232083,-0.456806,-0.176050,-0.103688,-0.074161,-0.302028,0.178413,-0.210885,0.057393,0.000465
-0.004701,-0.012789,0.757546,-0.008589,-0.001525,0.997313,0.072736,-0.207583,-0.009823,0.022673,0.530859,-0.420317,0.060193,-0.201672,-0.046869,-0.010263,0.476691,-0.354368,0.085761,0.001773,-0.101355,0.231496,-0.456177,-0.182101,-0.103944,-0.070863,-0.305168,0.175838,-0.207975,0.059649,0.000581
-0.007930,-0.016680,0.756856,-0.008625,-0.001962,0.997529,0.069694,-0.204259,-0.017075,0.016490,0.531015,-0.423657,0.060877,-0.201789,-0.054312,-0.016290,0.486743,-0.361019,0.084355,0.002265,-0.097953,0.230936,-0.456132,-0.187586,-0.104877,-0.067328,-0.308236,0.172936,-0.207864,0.060307,0.000698
-0.011366,-0.020807,0.755800,-0.008740,-0.001761,0.997845,0.065010,-0.202889,-0.026748,0.006972,0.534235,-0.427130,0.061348,-0.208768,-0.064963,-0.024583,0.510933,-0.372083,0.079054,-0.000734,-0.093906,0.229318,-0.456339,-0.192599,-0.105833,-0.062087,-0.312434,0.170162,-0.213275,0.059461,0.000814
-0.014701,-0.025010,0.754518,-0.008890,-0.000202,0.998219,0.058986,-0.201799,-0.039686,-0.003763,0.537031,-0.428825,0.061250,-0.227850,-0.080492,-0.032349,0.558345,-0.384088,0.068446,-0.006788,-0.089906,0.225195,-0.454812,-0.196733,-0.107602,-0.055373,-0.318698,0.166693,-0.222470,0.058873,0.000930
-0.017840,-0.029087,0.753320,0.009357,-0.002406,-0.998632,-0.051398,-0.200762,-0.054896,-0.015959,0.537663,-0.427679,0.060866,-0.262490,-0.099950,-0.037400,0.633955,-0.388331,0.051240,-0.017471,-0.086206,0.219197,-0.451767,-0.199844,-0.111332,-0.049686,-0.325510,0.162945,-0.231364,0.059223,0.001047
-0.021033,-0.032711,0.752504,0.010564,-0.004792,-0.999051,-0.041995,-0.200293,-0.069421,-0.031230,0.536270,-0.424681,0.061129,-0.310812,-0.118212,-0.039143,0.729437,-0.377278,0.031392,-0.034453,-0.082744,0.213371,-0.449811,-0.202263,-0.115383,-0.046496,-0.330337,0.160950,-0.238597,0.058714,0.001163
-0.024996,-0.035565,0.752235,0.012434,-0.005887,-0.999435,-0.030678,-0.198661,-0.080700,-0.050630,0.532042,-0.421224,0.061448,-0.363292,-0.126344,-0.036589,0.816039,-0.359610,0.019102,-0.058114,-0.079046,0.209169,-0.450245,-0.203776,-0.117032,-0.044283,-0.332022,0.161059,-0.245538,0.056229,0.001279
